,file,flines,full_path,no_characters,no_lines,no_tokens,prog_lang,round,solution,task,username,year
34446,b.py,"#!/usr/bin/python
 
 IM = 10000000
 
 fin = open(""b.in"", ""r"")
 fout = open(""b.out"", ""w"")
 
 
 c = int(fin.readline())
 for i in xrange(1, c+1):
 	n, m, a = map(int, fin.readline().split())
 	# n => x
 	if n < m:
 		x1 = n
 		x2 = 1
 		y2 = (a+n-1) / n
 		y1 = y2*x1 - a
 	else:
 		y1 = m
 		x2 = (a+m-1) / m
 		y2 = 1
 		x1 = x2*y1 - a
 			
 	
 	output = ""0 0 %d %d %d %d"" % (x1, y1, x2, y2)
 	if y2 > m or x2 > n:
 		output = ""IMPOSSIBLE""
 	print ""Case #%d: %s"" % (i, str(output))
 	print >> fout, ""Case #%d: %s"" % (i, str(output))
 	",gcj/2008/32001/RalfKistner/24440/1/extracted/b.py,535,30,107,Python,32001,1,24440,RalfKistner,2008
45169,d.py,"#!/usr/bin/python
 fin = open(""d.in"",""r"")
 N = int(fin.readline())
 fout = open(""d.out"", ""w"")
 
 for i in xrange(1, N+1):
 	n, m, X, Y, Z = map(long, fin.readline().split())
 	A = []
 	for j in xrange(m):
 		A.append(long(fin.readline()))
 	s = []
 	for j in xrange(n):
 		s.append(A[j % m])
 		A[j % m] = (X * A[j % m] + Y * (j + 1)) % Z
 	
 	count = [1] * n
 	for j in xrange(n):
 		p = s[j]
 		for k in xrange(j):
 			if p > s[k]:
 				count[j] += count[k]
 				
 	total = sum(count) % 1000000007
 	print total
 	print >> fout, ""Case #%d: %d"" % (i, total)
 	
 fout.close()",gcj/2008/32015/RalfKistner/24488/0/extracted/d.py,575,27,99,Python,32015,0,24488,RalfKistner,2008
45170,c.py,"#!/usr/bin/python
 fin = open(""c.in"",""r"")
 n = int(fin.readline())
 fout = open(""c.out"", ""w"")
 
 def ugly(n):
 	if n % 2 == 0 or n % 3 == 0 or n % 5 == 0 or n % 7 == 0:
 		return 1
 	return 0
 
 def count(n, k, s, pos):
 	if len(n) == 0:
 		return ugly(k+s)
 	
 	a = 0
 	if pos:
 		a += count(n[1:], k, s * 10 + int(n[0]), True)
 	else:
 		a += count(n[1:], k, s * 10 - int(n[0]), False)
 	a += count(n[1:], k + s, int(n[0]), True)
 	a += count(n[1:], k + s, -int(n[0]), False)
 	return a
 
 for i in xrange(1, n+1):
 	d = fin.readline().strip()
 	c = count(d[1:], 0, int(d[0]), True)
 	print c
 	print >> fout, ""Case #%d: %d"" % (i, c)",gcj/2008/32015/RalfKistner/24487/0/extracted/c.py,635,28,121,Python,32015,0,24487,RalfKistner,2008
45171,b.py,"#!/usr/bin/python
 fin = open(""b.in"",""r"")
 n = int(fin.readline())
 fout = open(""b.out"", ""w"")
 for i in xrange(1, n+1):
 	p, k, l = map(int, fin.readline().split())
 	freqs = map(int, fin.readline().split())
 	
 	if p * k < l:
 		print >> fout, ""Case #%d: Impossible"" % i
 	else:
 		freqs.sort(lambda a, b: b - a)
 		total = 0
 		for j in xrange(1, p+1):
 			total += sum(freqs[:k]) * j
 			freqs = freqs[k:]
 			if len(freqs) == 0:
 				break
 		print >> fout, ""Case #%d: %d"" % (i, total)
 		
 		
 fout.close()",gcj/2008/32015/RalfKistner/24486/1/extracted/b.py,511,22,78,Python,32015,1,24486,RalfKistner,2008
5345,b.py,"# -*- coding: utf-8 -*-
 
 fin = open(""b.in"",""r"")
 T = int(fin.readline())
 
 def overlap(a, b):
     greater = b[0] > a[0]
     for p, q in zip(a,b):
         if p == q:
             return True
         if (q > p) != greater:
             return True
     return False
             
 for i in range(1,T+1):
     n, s = map(int, fin.readline().split())
     prices = []
     for j in range(n):
         p = map(int, fin.readline().split())
         prices.append(p)
     prices.sort()
     #print prices
     count = 0
     used = {}
     for j in range(n):
         if j in used:
             continue
         used[j] = True
         count += 1
         top = prices[j]
         
         for k in range(j+1,n):
             if k in used:
                 continue
             bad = False
             if overlap(top, prices[k]):
                 continue
             
             used[k] = True
             top = [max(y) for y in zip(top, prices[k])]
             
     print ""Case #%d: %d"" % (i, count)",gcj/2009/204113/RalfKistner/244101/0/extracted/b.py,1011,42,122,Python,204113,0,244101,RalfKistner,2009
5346,a.py,"# -*- coding: utf-8 -*-
 
 fin = open(""a.in"",""r"")
 T = int(fin.readline())
 
 for i in range(1,T+1):
     N = int(fin.readline())
     lengths = []
     for j in range(N):
         line = fin.readline()
         l = 0
         for s, c in enumerate(line):
             if c == '1':
                 l = s+1
         lengths.append(l)
     swaps = 0
     for j in range(N):
         for k in range(N-j):
             if lengths[k] <= j+1:
                 break
         del lengths[k]
         swaps += k
     print ""Case #%d: %d"" % (i, swaps)",gcj/2009/204113/RalfKistner/241102/1/extracted/a.py,543,23,72,Python,204113,1,241102,RalfKistner,2009
5348,d.py,"# -*- coding: utf-8 -*-
 import math
 
 fin = open(""d.in"",""r"")
 T = int(fin.readline())
 
 def d(a, b):
     dist = math.sqrt((a[0]-b[0])**2+(a[1]-b[1])**2)
     if abs(a[2]-b[2]) > dist:
         return max(a[2], b[2])
     return (a[2] + b[2] + dist) / 2.0
     
     
 for i in range(1,T+1):
     n = int(fin.readline())
     
     p = []
     for j in range(n):
         x, y, r = map(int, fin.readline().split())
         p.append((x,y,r))
     
     R = 0;
     if n == 1:
         R = p[0][2]
     elif n == 2:
         R = max(p[0][2], p[1][2])
     elif n == 3:
         R1 = max(d(p[0], p[1]), p[2][2])
         R2 = max(d(p[1], p[2]), p[0][2])
         R3 = max(d(p[2], p[0]), p[1][2])
         R = min(R1, R2, R3)
     else:
         exit(1)
     
     print ""Case #%d: %.6f"" % (i, R)
         ",gcj/2009/204113/RalfKistner/250101/0/extracted/d.py,806,36,106,Python,204113,0,250101,RalfKistner,2009
17338,b.py,"# -*- coding: utf-8 -*-
 
 fin = open(""b.in"",""r"")
 T = int(fin.readline())
 
 alt = []
 H = 0
 W = 0
 
 def valid(p):
     row, col = p
     return row >= 0 and row < H and col >= 0 and col < W
     
 def galt(p):
     row, col = p
     if valid(p):
         return alt[row][col]
     else:
         return 1000000
         
 # 0 - sink, 1 - up, 2 - right, 3 - down, 4 - left
 def child(p):
     if not valid(p):
         return None
     row, col = p
     a = galt(p)
     u = galt((row-1,col))
     d = galt((row+1,col))
     l = galt((row,col-1))
     r = galt((row,col+1))
     m = min([u,d,l,r,a])
     if a == m:
         return p
     if u == m:
         return (row-1,col)
     if l == m:
         return (row,col-1)
     if r == m:
         return (row,col+1)
     if d == m:
         return (row+1,col)
     
 def parents(p):
     par = []
     for n in nbs(p):
         if child(n) == p:
             par.append(n)
     return par
     
 def nbs(p):
     r,c = p
     return filter(valid, [(r-1,c),(r+1,c),(r,c-1),(r,c+1)])
     
 for i in range(T):
     print ""Case #%d:"" % (i+1)
     H, W = map(int, fin.readline().split())
     alt = []
     for r in range(H):
         alt.append(map(int, fin.readline().split()))
         
     positions = zip([x/W for x in range(W*H)], range(W)*H)
     
     sinks = filter(lambda p: child(p) == p, positions)
     
     names = {}
     
     
     
     basins = {}
     
     for s in sinks:
         todo = set([s])
         while todo:
             k = todo.pop()
             basins[k] = s
             for p in parents(k):
                 if p not in basins:
                     todo.add(p)
     
     o = ord('a')
     for r in range(H):
         for c in range(W):
             b = basins[(r,c)]
             if b not in names:
                 names[b] = chr(o)
                 o += 1
             print names[b],
         print
     
         
         
     
     ",gcj/2009/90101/RalfKistner/111101/1/extracted/b.py,1929,93,252,Python,90101,1,111101,RalfKistner,2009
17340,c.py,"# -*- coding: utf-8 -*-
 
 fin = open(""c.in"",""r"")
 T = int(fin.readline())
 
 S = ""welcome to code jam""
 N = len(S)
 
 for t in range(T):
     string = fin.readline().strip()
     
     M = len(string)
     Nk = [1]*(M+1)
     
     for c in S:
         k = Nk
         Nk = [0]*(M+1)
         
         for i, d in zip(range(1, M+1), string):
             Nk[i] = Nk[i-1]
             if c == d:
                 Nk[i] += k[i-1]
                 while Nk[i] > 10000:
                     Nk[i] -= 10000
         
     s = str(Nk[-1])
     while len(s) < 4:
         s = ""0"" + s
     print ""Case #%d: %s"" % (t+1, s)",gcj/2009/90101/RalfKistner/122101/1/extracted/c.py,615,29,86,Python,90101,1,122101,RalfKistner,2009
17342,a.py,"# -*- coding: utf-8 -*-
 import re
 
 fin = open(""a.in"",""r"")
 L, D, N = map(int, fin.readline().split())
 
 words = []
 for i in range(D):
     words.append(fin.readline().strip())
 
 for i in range(N):
     pattern = fin.readline().strip()
     pattern = pattern.replace('(', '[').replace(')',']')
     
     p = re.compile(pattern)
     
     count = 0
     for w in words:
         if p.match(w):
             count += 1
     
     print ""Case #%d: %d"" % (i+1, count)
     
",gcj/2009/90101/RalfKistner/116101/1/extracted/a.py,477,24,57,Python,90101,1,116101,RalfKistner,2009
48432,b.py,"# -*- coding: utf-8 -*-
 import math
 
 fin = open(""b.in"",""r"")
 T = int(fin.readline())
 
 def size(v):
     return math.sqrt(v[0]*v[0] + v[1]*v[1] + v[2]*v[2])
     
 for i in range(T):
     N = int(fin.readline())
     
     px = 0.0
     py = 0.0
     pz = 0.0
     
     vx = 0.0
     vy = 0.0
     vz = 0.0
     
     for j in range(N):
         x, y, z, xx, yy, zz = map(int, fin.readline().split())
         px += x
         py += y
         pz += z
         vx += xx
         vy += yy
         vz += zz
         
     px /= N
     py /= N
     pz /= N
     vx /= N
     vy /= N
     vz /= N
     
     #print px, py, pz, vx, vy, vz
     dotp = - (px*vx + py*vy + pz*vz)
     bs = size((vx,vy,vz))
     if bs == 0:
         time = -1
     else:
         dist = dotp/bs
         cross = (vx/bs*dist + px, vy/bs*dist + py, vz/bs*dist + pz)
         time = dist/bs
     if time < 0:
         time = 0
         cross = (px, py, pz)
     
     print ""Case #%d: %.8f %.8f"" % (i+1,  size(cross), time)
     
     
     ",gcj/2009/189252/RalfKistner/156117/1/extracted/b.py,1019,53,159,Python,189252,1,156117,RalfKistner,2009
48434,c.py,"# -*- coding: utf-8 -*-
 fin = open(""c.in"",""r"")
 T = int(fin.readline())
 
 global p, q, prisoners, cc
 
 def cost(a, b):
     if (a,b) in cc:
         return cc[(a,b)]
     
     if b - a <= 1:
         return 0
     
     minc = None
     for p in range(a+1,b):
         c = cost(a,p) + cost(p,b) + prisoners[b] - prisoners[a] - 2
         if minc is None or c < minc:
             minc = c
     
     cc[(a,b)] = minc
     return minc
     
 for i in range(T):
     cc = {}
     p, q = map(int, fin.readline().split())
     prisoners = [0] + map(int, fin.readline().split()) + [p+1]
     p += 2
     q += 2
     print ""Case #%d: %d"" % (i+1, cost(0, q-1))",gcj/2009/189252/RalfKistner/192120/1/extracted/c.py,657,29,101,Python,189252,1,192120,RalfKistner,2009
48436,a.py,"# -*- coding: utf-8 -*-
 
 fin = open(""a.in"",""r"")
 T = int(fin.readline())
 
 for i in range(T):
     line = fin.readline().strip()
     
     present = {}
     for c in line:
         present[c] = True
     
     base = len(present)
     if base < 2:
         base = 2
         
     digit = {}
     cn = 1
     for c in line:
         if c not in digit:
             digit[c] = cn
             if cn == 1:
                 cn = 0
             elif cn == 0:
                 cn = 2
             else:
                 cn += 1
     
     rev = line[::-1]
     f = 1
     total = 0
     for c in rev:
         total += f * digit[c]
         f *= base
     print ""Case #%d: %d"" % (i+1, total)",gcj/2009/189252/RalfKistner/171121/1/extracted/a.py,690,35,102,Python,189252,1,171121,RalfKistner,2009
8525,c.py,"# -*- coding: utf-8 -*-
 import sys
 import math
 
 cmem = {}
 def C(total, choose):
     if total < choose:
         return 0
     if (total, choose) in cmem:
         return cmem[(total, choose)]
     c = (math.factorial(total) / math.factorial(choose) / math.factorial(total - choose)) % 100003
     cmem[(total, choose)] = c
     return c
     
 mem = {}
 COUNTER = 0
 def g(n, rank):
     global COUNTER
     if rank == 1:
         return 1
     
     if (n, rank) in mem:
         return mem[(n, rank)]
         
     total = 0
     for i in range(1, rank):
         COUNTER += 1
         total += C(n - rank - 1, rank - i - 1) * g(rank, i)
     mem[(n, rank)] = total
     return total % 100003
 
 fin = sys.stdin
 T = int(fin.readline())
 for case in range(1,T+1):
     N = int(fin.readline())
     
     total = 0
     for i in range(1, N):
         total += g(N, i)
     print ""Case #%d: %s"" % (case, total % 100003)
 #print COUNTER",gcj/2010/635101/RalfKistner/598111/1/extracted/c.py,942,41,141,Python,635101,1,598111,RalfKistner,2010
