,file,flines,full_path,no_characters,no_lines,no_tokens,prog_lang,round,solution,task,username,year
146,C.py,"#!/usr/bin/env python
 
 FILE_NAME_BASE = 'C-small-1-attempt0'
 NUM_PROCESSES = 4
 MEM_LIMIT_GB = 1.5 # per worker process
 RECURSION_LIMIT = 1000
 
 def parse(inp):
 	numStalls, numPeople = (int(x) for x in inp.readline().split())
 	return numStalls, numPeople
 
 def solve(numStalls, numPeople):
 	occupied = [True] + [False] * numStalls + [True]
 
 	numOccupied = 0
 	while True:
 		best = (None, None, None)
 		for stall in range(1, numStalls + 1):
 			ri = occupied.index(True, stall)
 			if ri == stall:
 				continue
 			li = stall
 			while not occupied[li]:
 				li -= 1
 			ls = stall - li - 1
 			rs = ri - stall - 1
 			# Note: This prefers the rightmost on ties, but since the problem
 			#       is entirely symmetrical, it doesn't matter whether we
 			#       pick left or right on ties as long as we're consistent.
 			best = max(best, ((min(ls, rs), max(ls, rs), stall)))
 
 		assert not occupied[best[-1]], best
 		occupied[best[-1]] = True
 		numOccupied += 1
 		if numOccupied == numPeople:
 			return '%d %d' % (best[1], best[0])
 
 def main():
 	import sys
 	sys.setrecursionlimit(RECURSION_LIMIT)
 
 	import resource
 	soft, hard = resource.getrlimit(resource.RLIMIT_AS)
 	resource.setrlimit(resource.RLIMIT_AS, (MEM_LIMIT_GB * 1024 ** 3, hard))
 
 	with open(FILE_NAME_BASE + '.in', 'r') as inp:
 		numCases = int(inp.readline())
 		inputs = [parse(inp) for _ in xrange(numCases)]
 
 	if NUM_PROCESSES == 0:
 		runners = [lambda inp=inp: apply(solve, inp) for inp in inputs]
 	else:
 		from multiprocessing import Pool
 		from signal import SIGINT, SIG_IGN, signal
 		pool = Pool(NUM_PROCESSES, signal, (SIGINT, SIG_IGN))
 		runners = [pool.apply_async(solve, inp).get for inp in inputs]
 		pool.close()
 
 	caseFmt = '%' + str(len(str(numCases))) + 'd'
 	progressFmt = '[%s/%s] %%s\n' % (caseFmt, caseFmt)
 	with open(FILE_NAME_BASE + '.out', 'w') as out:
 		for case, runner in enumerate(runners, 1):
 			result = runner()
 			out.write('Case #%d: %s\n' % (case, result))
 			out.flush()
 			sys.stderr.write(progressFmt % (case, numCases, result))
 
 if __name__ == '__main__':
 	main()
",gcj/2017/3264486/mth/5654742835396608/0/extracted/C.py,2115,70,275,Python,3264486,0,5654742835396608,mth,2017
147,A.py,"#!/usr/bin/env python
 
 FILE_NAME_BASE = 'A-large'
 NUM_PROCESSES = 0
 MEM_LIMIT_GB = 1.5 # per worker process
 RECURSION_LIMIT = 1000
 
 def parse(inp):
 	dest, numHorses = (int(x) for x in inp.readline().split())
 	horses = tuple(
 		tuple(int(x) for x in inp.readline().split())
 		for _ in xrange(numHorses)
 		)
 	return dest, horses
 
 def solve(dest, horses):
 	arrival = max(
 		(dest - pos) / float(spd)
 		for pos, spd in horses
 		)
 	return dest / arrival
 
 def main():
 	import sys
 	sys.setrecursionlimit(RECURSION_LIMIT)
 
 	import resource
 	soft, hard = resource.getrlimit(resource.RLIMIT_AS)
 	resource.setrlimit(resource.RLIMIT_AS, (MEM_LIMIT_GB * 1024 ** 3, hard))
 
 	with open(FILE_NAME_BASE + '.in', 'r') as inp:
 		numCases = int(inp.readline())
 		inputs = [parse(inp) for _ in xrange(numCases)]
 
 	if NUM_PROCESSES == 0:
 		runners = [lambda inp=inp: apply(solve, inp) for inp in inputs]
 	else:
 		from multiprocessing import Pool
 		from signal import SIGINT, SIG_IGN, signal
 		pool = Pool(NUM_PROCESSES, signal, (SIGINT, SIG_IGN))
 		runners = [pool.apply_async(solve, inp).get for inp in inputs]
 		pool.close()
 
 	caseFmt = '%' + str(len(str(numCases))) + 'd'
 	progressFmt = '[%s/%s] %%s\n' % (caseFmt, caseFmt)
 	with open(FILE_NAME_BASE + '.out', 'w') as out:
 		for case, runner in enumerate(runners, 1):
 			result = runner()
 			out.write('Case #%d: %s\n' % (case, result))
 			out.flush()
 			sys.stderr.write(progressFmt % (case, numCases, result))
 
 if __name__ == '__main__':
 	main()
",gcj/2017/8294486/mth/5630967708385280/1/extracted/A.py,1532,55,187,Python,8294486,1,5630967708385280,mth,2017
148,A.py,"#!/usr/bin/env python
 
 FILE_NAME_BASE = 'A-small-attempt0'
 NUM_PROCESSES = 0
 MEM_LIMIT_GB = 1.5 # per worker process
 RECURSION_LIMIT = 1000
 
 def parse(inp):
 	dest, numHorses = (int(x) for x in inp.readline().split())
 	horses = tuple(
 		tuple(int(x) for x in inp.readline().split())
 		for _ in xrange(numHorses)
 		)
 	return dest, horses
 
 def solve(dest, horses):
 	arrival = max(
 		(dest - pos) / float(spd)
 		for pos, spd in horses
 		)
 	return dest / arrival
 
 def main():
 	import sys
 	sys.setrecursionlimit(RECURSION_LIMIT)
 
 	import resource
 	soft, hard = resource.getrlimit(resource.RLIMIT_AS)
 	resource.setrlimit(resource.RLIMIT_AS, (MEM_LIMIT_GB * 1024 ** 3, hard))
 
 	with open(FILE_NAME_BASE + '.in', 'r') as inp:
 		numCases = int(inp.readline())
 		inputs = [parse(inp) for _ in xrange(numCases)]
 
 	if NUM_PROCESSES == 0:
 		runners = [lambda inp=inp: apply(solve, inp) for inp in inputs]
 	else:
 		from multiprocessing import Pool
 		from signal import SIGINT, SIG_IGN, signal
 		pool = Pool(NUM_PROCESSES, signal, (SIGINT, SIG_IGN))
 		runners = [pool.apply_async(solve, inp).get for inp in inputs]
 		pool.close()
 
 	caseFmt = '%' + str(len(str(numCases))) + 'd'
 	progressFmt = '[%s/%s] %%s\n' % (caseFmt, caseFmt)
 	with open(FILE_NAME_BASE + '.out', 'w') as out:
 		for case, runner in enumerate(runners, 1):
 			result = runner()
 			out.write('Case #%d: %s\n' % (case, result))
 			out.flush()
 			sys.stderr.write(progressFmt % (case, numCases, result))
 
 if __name__ == '__main__':
 	main()
",gcj/2017/8294486/mth/5630967708385280/0/extracted/A.py,1541,55,187,Python,8294486,0,5630967708385280,mth,2017
149,B.py,"#!/usr/bin/env python
 
 FILE_NAME_BASE = 'B-large'
 NUM_PROCESSES = 0
 MEM_LIMIT_GB = 1.5 # per worker process
 RECURSION_LIMIT = 1000
 
 def parse(inp):
 	n, r, o, y, g, b, v = (int(x) for x in inp.readline().split())
 	assert n == r + o + y + g + b + v
 	return n, r, o, y, g, b, v
 
 def solve(n, r, o, y, g, b, v):
 	# Mandatory neighbours: BOB, RGR, YVY.
 	if o > 0:
 		b -= o
 		if b < 0:
 			return 'IMPOSSIBLE'
 	if g > 0:
 		r -= g
 		if r < 0:
 			return 'IMPOSSIBLE'
 	if v > 0:
 		y -= v
 		if y < 0:
 			return 'IMPOSSIBLE'
 
 	manes = [r, y, b]
 	letters = 'RYB'
 
 	searchOrder = sorted(xrange(3), key=manes.__getitem__, reverse=True)
 	stables = []
 	while True:
 		col1 = max(
 			(col for col in searchOrder),
 			key=manes.__getitem__
 			)
 		col2 = max(
 			(col for col in searchOrder if col != col1),
 			key=manes.__getitem__
 			)
 		if manes[col1] == 0:
 			break
 		stables.append(col1)
 		manes[col1] -= 1
 		if manes[col2] == 0:
 			break
 		stables.append(col2)
 		manes[col2] -= 1
 
 	if manes != [0] * 3:
 		return 'IMPOSSIBLE'
 	elif len(stables) == 0:
 		if o + g + v == max(o, g, v):
 			if o > 0:
 				return 'OB' * o
 			if g > 0:
 				return 'GR' * g
 			if v > 0:
 				return 'VY' * v
 		return 'IMPOSSIBLE'
 	elif stables[-1] == stables[0]:
 		return 'IMPOSSIBLE'
 	else:
 		solution = ''.join(letters[color] for color in stables)
 		assert solution.count('R') == r
 		assert solution.count('Y') == y
 		assert solution.count('B') == b
 		assert len(solution) == n - 2 * o - 2 * g - 2 * v
 		assert 'RR' not in solution + solution[0]
 		assert 'YY' not in solution + solution[0]
 		assert 'BB' not in solution + solution[0]
 
 		if o > 0:
 			solution = solution.replace('B', 'B' + 'OB' * o, 1)
 		if g > 0:
 			solution = solution.replace('R', 'R' + 'GR' * g, 1)
 		if v > 0:
 			solution = solution.replace('Y', 'Y' + 'VY' * v, 1)
 		return solution
 
 def main():
 	import sys
 	sys.setrecursionlimit(RECURSION_LIMIT)
 
 	import resource
 	soft, hard = resource.getrlimit(resource.RLIMIT_AS)
 	resource.setrlimit(resource.RLIMIT_AS, (MEM_LIMIT_GB * 1024 ** 3, hard))
 
 	with open(FILE_NAME_BASE + '.in', 'r') as inp:
 		numCases = int(inp.readline())
 		inputs = [parse(inp) for _ in xrange(numCases)]
 
 	if NUM_PROCESSES == 0:
 		runners = [lambda inp=inp: apply(solve, inp) for inp in inputs]
 	else:
 		from multiprocessing import Pool
 		from signal import SIGINT, SIG_IGN, signal
 		pool = Pool(NUM_PROCESSES, signal, (SIGINT, SIG_IGN))
 		runners = [pool.apply_async(solve, inp).get for inp in inputs]
 		pool.close()
 
 	caseFmt = '%' + str(len(str(numCases))) + 'd'
 	progressFmt = '[%s/%s] %%s\n' % (caseFmt, caseFmt)
 	with open(FILE_NAME_BASE + '.out', 'w') as out:
 		for case, runner in enumerate(runners, 1):
 			result = runner()
 			out.write('Case #%d: %s\n' % (case, result))
 			out.flush()
 			sys.stderr.write(progressFmt % (case, numCases, result))
 
 if __name__ == '__main__':
 	main()
",gcj/2017/8294486/mth/5654117850546176/1/extracted/B.py,2956,114,442,Python,8294486,1,5654117850546176,mth,2017
150,B.py,"#!/usr/bin/env python
 
 FILE_NAME_BASE = 'B-small-attempt1'
 NUM_PROCESSES = 0
 MEM_LIMIT_GB = 1.5 # per worker process
 RECURSION_LIMIT = 1000
 
 def parse(inp):
 	n, r, o, y, g, b, v = (int(x) for x in inp.readline().split())
 	assert n == r + o + y + g + b + v
 	return n, r, o, y, g, b, v
 
 def solve(n, r, o, y, g, b, v):
 	manes = [
 			#BYR
 		0,	#000
 		r,	#001
 		y,	#010
 		o,	#011
 		b,	#100
 		v,	#101
 		g,	#110
 		0	#111
 		]
 	letters = '-RYOBVG-'
 
 	searchOrder = sorted(xrange(1, 7), key=manes.__getitem__, reverse=True)
 	stables = []
 	while True:
 		col1 = max(
 			(col for col in searchOrder),
 			key=manes.__getitem__
 			)
 		col2 = max(
 			(col for col in searchOrder if col != col1),
 			key=manes.__getitem__
 			)
 		if manes[col1] == 0:
 			break
 		stables.append(col1)
 		manes[col1] -= 1
 		if manes[col2] == 0:
 			break
 		stables.append(col2)
 		manes[col2] -= 1
 
 	if manes != [0] * 8 or stables[-1] == stables[0]:
 		return 'IMPOSSIBLE'
 	else:
 		solution = ''.join(letters[color] for color in stables)
 		assert len(solution) == n
 		assert solution.count('R') == r
 		assert solution.count('Y') == y
 		assert solution.count('B') == b
 		assert 'RR' not in solution + solution[0]
 		assert 'YY' not in solution + solution[0]
 		assert 'BB' not in solution + solution[0]
 		return solution
 
 def main():
 	import sys
 	sys.setrecursionlimit(RECURSION_LIMIT)
 
 	import resource
 	soft, hard = resource.getrlimit(resource.RLIMIT_AS)
 	resource.setrlimit(resource.RLIMIT_AS, (MEM_LIMIT_GB * 1024 ** 3, hard))
 
 	with open(FILE_NAME_BASE + '.in', 'r') as inp:
 		numCases = int(inp.readline())
 		inputs = [parse(inp) for _ in xrange(numCases)]
 
 	if NUM_PROCESSES == 0:
 		runners = [lambda inp=inp: apply(solve, inp) for inp in inputs]
 	else:
 		from multiprocessing import Pool
 		from signal import SIGINT, SIG_IGN, signal
 		pool = Pool(NUM_PROCESSES, signal, (SIGINT, SIG_IGN))
 		runners = [pool.apply_async(solve, inp).get for inp in inputs]
 		pool.close()
 
 	caseFmt = '%' + str(len(str(numCases))) + 'd'
 	progressFmt = '[%s/%s] %%s\n' % (caseFmt, caseFmt)
 	with open(FILE_NAME_BASE + '.out', 'w') as out:
 		for case, runner in enumerate(runners, 1):
 			result = runner()
 			out.write('Case #%d: %s\n' % (case, result))
 			out.flush()
 			sys.stderr.write(progressFmt % (case, numCases, result))
 
 if __name__ == '__main__':
 	main()
",gcj/2017/8294486/mth/5654117850546176/0/extracted/B.py,2398,92,321,Python,8294486,0,5654117850546176,mth,2017
151,C.py,"#!/usr/bin/env python
 
 FILE_NAME_BASE = 'C-small-attempt0'
 NUM_PROCESSES = 0
 MEM_LIMIT_GB = 1.5 # per worker process
 RECURSION_LIMIT = 1000
 
 def parse(inp):
 	numCities, numDeliveries = (int(x) for x in inp.readline().split())
 	horses = tuple(
 		# (endurance, speed)
 		tuple(int(x) for x in inp.readline().split())
 		for _ in xrange(numCities)
 		)
 	routes = tuple(
 		tuple(int(x) for x in inp.readline().split())
 		for _ in xrange(numCities)
 		)
 	deliveries = tuple(
 		# (start, end)
 		tuple(int(x) - 1 for x in inp.readline().split())
 		for _ in xrange(numDeliveries)
 		)
 	return horses, routes, deliveries
 
 def solve(horses, routes, deliveries):
 	numCities = len(routes)
 
 	if len(deliveries) != 1 or deliveries[0] != (0, numCities - 1):
 		return '-non-linear-'
 
 	state = [(0, 0, 0)]
 	curCity = 0
 	while True:
 		fastest = min(time for left, speed, time in state)
 		nextCity = curCity + 1
 		if nextCity == numCities:
 			return fastest
 		dist = routes[curCity][nextCity]
 		assert dist > 0, dist
 
 		# Add this city's horse to options.
 		state.append(horses[curCity] + (fastest,))
 
 		# Try all possible horses.
 		newState = []
 		for left, speed, time in state:
 			if left >= dist:
 				newState.append((left - dist, speed, time + dist / float(speed)))
 		state = newState
 		curCity = nextCity
 
 	return (horses, routes, deliveries)
 
 def main():
 	import sys
 	sys.setrecursionlimit(RECURSION_LIMIT)
 
 	import resource
 	soft, hard = resource.getrlimit(resource.RLIMIT_AS)
 	resource.setrlimit(resource.RLIMIT_AS, (MEM_LIMIT_GB * 1024 ** 3, hard))
 
 	with open(FILE_NAME_BASE + '.in', 'r') as inp:
 		numCases = int(inp.readline())
 		inputs = [parse(inp) for _ in xrange(numCases)]
 
 	if NUM_PROCESSES == 0:
 		runners = [lambda inp=inp: apply(solve, inp) for inp in inputs]
 	else:
 		from multiprocessing import Pool
 		from signal import SIGINT, SIG_IGN, signal
 		pool = Pool(NUM_PROCESSES, signal, (SIGINT, SIG_IGN))
 		runners = [pool.apply_async(solve, inp).get for inp in inputs]
 		pool.close()
 
 	caseFmt = '%' + str(len(str(numCases))) + 'd'
 	progressFmt = '[%s/%s] %%s\n' % (caseFmt, caseFmt)
 	with open(FILE_NAME_BASE + '.out', 'w') as out:
 		for case, runner in enumerate(runners, 1):
 			result = runner()
 			out.write('Case #%d: %s\n' % (case, result))
 			out.flush()
 			sys.stderr.write(progressFmt % (case, numCases, result))
 
 if __name__ == '__main__':
 	main()
",gcj/2017/8294486/mth/5681755159789568/0/extracted/C.py,2440,87,306,Python,8294486,0,5681755159789568,mth,2017
152,B.py,"#!/usr/bin/env python
 
 FILE_NAME_BASE = 'B-small-attempt1'
 NUM_PROCESSES = 0
 MEM_LIMIT_GB = 1.5 # per worker process
 RECURSION_LIMIT = 1000
 
 def parse(inp):
 	numC, numJ = (int(x) for x in inp.readline().split())
 	activities = tuple(
 		tuple(int(x) for x in inp.readline().split()) + (idx < numC,)
 		for idx in xrange(numC + numJ)
 		)
 	return activities,
 
 def solve(activities):
 	activities = sorted(activities)
 	if len(activities) == 1:
 		return 2
 	elif len(activities) == 2:
 		if activities[0][2] == activities[1][2]:
 			if activities[1][1] - activities[0][0] <= 720:
 				return 2
 			elif activities[1][0] - activities[0][1] >= 720:
 				return 2
 			else:
 				return 4
 		else:
 			return 2
 	else:
 		return 'not-small'
 
 	#active = activities[0][2]
 	#time = 0
 	#schedule = []
 	#for start, end, who in activities:
 		#if who != active:
 			#schedule.append((time, start))
 			#active = who
 			#time = end
 	#if active != activities[0][2]:
 		#schedule.append((time, 1440))
 	#return schedule
 
 def main():
 	import sys
 	sys.setrecursionlimit(RECURSION_LIMIT)
 
 	import resource
 	soft, hard = resource.getrlimit(resource.RLIMIT_AS)
 	resource.setrlimit(resource.RLIMIT_AS, (MEM_LIMIT_GB * 1024 ** 3, hard))
 
 	with open(FILE_NAME_BASE + '.in', 'r') as inp:
 		numCases = int(inp.readline())
 		inputs = [parse(inp) for _ in xrange(numCases)]
 
 	if NUM_PROCESSES == 0:
 		runners = [lambda inp=inp: apply(solve, inp) for inp in inputs]
 	else:
 		from multiprocessing import Pool
 		from signal import SIGINT, SIG_IGN, signal
 		pool = Pool(NUM_PROCESSES, signal, (SIGINT, SIG_IGN))
 		runners = [pool.apply_async(solve, inp).get for inp in inputs]
 		pool.close()
 
 	caseFmt = '%' + str(len(str(numCases))) + 'd'
 	progressFmt = '[%s/%s] %%s\n' % (caseFmt, caseFmt)
 	with open(FILE_NAME_BASE + '.out', 'w') as out:
 		for case, runner in enumerate(runners, 1):
 			result = runner()
 			out.write('Case #%d: %s\n' % (case, result))
 			out.flush()
 			sys.stderr.write(progressFmt % (case, numCases, result))
 
 if __name__ == '__main__':
 	main()
",gcj/2017/3274486/mth/5706636844859392/0/extracted/B.py,2087,77,250,Python,3274486,0,5706636844859392,mth,2017
153,A.py,"#!/usr/bin/env python
 
 FILE_NAME_BASE = 'A-large'
 NUM_PROCESSES = 0
 MEM_LIMIT_GB = 1.5 # per worker process
 RECURSION_LIMIT = 1000
 
 def parse(inp):
 	numAvailable, numOrdered = (int(x) for x in inp.readline().split())
 	pancakes = tuple(
 		tuple(int(x) for x in inp.readline().split())
 		for _ in xrange(numAvailable)
 		)
 	return pancakes, numOrdered
 
 from math import pi
 
 def solve(pancakes, numOrdered):
 	pancakes = sorted(
 		(r, h * 2 * pi * r)
 		for r, h in pancakes
 		)
 	best = 0
 	for bottomIdx, bottom in enumerate(pancakes):
 		bottomRad = bottom[0]
 		base = pi * bottomRad ** 2
 		candidates = []
 		for candIdx, candidate in enumerate(pancakes):
 			if candIdx != bottomIdx and candidate[0] <= bottomRad:
 				candidates.append(candidate[1])
 		sides = [bottom[1]] + sorted(candidates, reverse=True)[:numOrdered - 1]
 		area = base + sum(sides)
 		best = max(best, area)
 	return best
 
 def main():
 	import sys
 	sys.setrecursionlimit(RECURSION_LIMIT)
 
 	import resource
 	soft, hard = resource.getrlimit(resource.RLIMIT_AS)
 	resource.setrlimit(resource.RLIMIT_AS, (MEM_LIMIT_GB * 1024 ** 3, hard))
 
 	with open(FILE_NAME_BASE + '.in', 'r') as inp:
 		numCases = int(inp.readline())
 		inputs = [parse(inp) for _ in xrange(numCases)]
 
 	if NUM_PROCESSES == 0:
 		runners = [lambda inp=inp: apply(solve, inp) for inp in inputs]
 	else:
 		from multiprocessing import Pool
 		from signal import SIGINT, SIG_IGN, signal
 		pool = Pool(NUM_PROCESSES, signal, (SIGINT, SIG_IGN))
 		runners = [pool.apply_async(solve, inp).get for inp in inputs]
 		pool.close()
 
 	caseFmt = '%' + str(len(str(numCases))) + 'd'
 	progressFmt = '[%s/%s] %%s\n' % (caseFmt, caseFmt)
 	with open(FILE_NAME_BASE + '.out', 'w') as out:
 		for case, runner in enumerate(runners, 1):
 			result = runner()
 			out.write('Case #%d: %s\n' % (case, result))
 			out.flush()
 			sys.stderr.write(progressFmt % (case, numCases, result))
 
 if __name__ == '__main__':
 	main()
",gcj/2017/3274486/mth/5768968631484416/1/extracted/A.py,1979,68,244,Python,3274486,1,5768968631484416,mth,2017
154,A.py,"#!/usr/bin/env python
 
 FILE_NAME_BASE = 'A-small-attempt0'
 NUM_PROCESSES = 0
 MEM_LIMIT_GB = 1.5 # per worker process
 RECURSION_LIMIT = 1000
 
 def parse(inp):
 	numAvailable, numOrdered = (int(x) for x in inp.readline().split())
 	pancakes = tuple(
 		tuple(int(x) for x in inp.readline().split())
 		for _ in xrange(numAvailable)
 		)
 	return pancakes, numOrdered
 
 def subsets(sequence):
 	'''Iterates through all subsets of the given sequence.
 	Each yielded element is a tuple containing a subset of the elements of
 	the original sequence, in the same order as in the original sequence.
 	'''
 	sequence = tuple(sequence)
 	size = len(sequence)
 	def rec(s, i):
 		if i == size:
 			yield tuple(s)
 		else:
 			s.append(sequence[i])
 			for sub in rec(s, i + 1):
 				yield sub
 			del s[-1]
 			for sub in rec(s, i + 1):
 				yield sub
 	return rec([], 0)
 
 from math import pi
 
 def calcSurface(pancakes):
 	surface = 0
 	for r, h in pancakes:
 		surface += h * 2 * pi * r
 	surface += pi * pancakes[-1][0] ** 2
 	return surface
 
 def solve(pancakes, numOrdered):
 	pancakes = sorted(pancakes)
 	best = 0.0
 	for selected in subsets(pancakes):
 		if len(selected) == numOrdered:
 			best = max(best, calcSurface(selected))
 	return best
 
 def main():
 	import sys
 	sys.setrecursionlimit(RECURSION_LIMIT)
 
 	import resource
 	soft, hard = resource.getrlimit(resource.RLIMIT_AS)
 	resource.setrlimit(resource.RLIMIT_AS, (MEM_LIMIT_GB * 1024 ** 3, hard))
 
 	with open(FILE_NAME_BASE + '.in', 'r') as inp:
 		numCases = int(inp.readline())
 		inputs = [parse(inp) for _ in xrange(numCases)]
 
 	if NUM_PROCESSES == 0:
 		runners = [lambda inp=inp: apply(solve, inp) for inp in inputs]
 	else:
 		from multiprocessing import Pool
 		from signal import SIGINT, SIG_IGN, signal
 		pool = Pool(NUM_PROCESSES, signal, (SIGINT, SIG_IGN))
 		runners = [pool.apply_async(solve, inp).get for inp in inputs]
 		pool.close()
 
 	caseFmt = '%' + str(len(str(numCases))) + 'd'
 	progressFmt = '[%s/%s] %%s\n' % (caseFmt, caseFmt)
 	with open(FILE_NAME_BASE + '.out', 'w') as out:
 		for case, runner in enumerate(runners, 1):
 			result = runner()
 			out.write('Case #%d: %s\n' % (case, result))
 			out.flush()
 			sys.stderr.write(progressFmt % (case, numCases, result))
 
 if __name__ == '__main__':
 	main()
",gcj/2017/3274486/mth/5768968631484416/0/extracted/A.py,2317,84,297,Python,3274486,0,5768968631484416,mth,2017
155,C.py,"#!/usr/bin/env python
 
 FILE_NAME_BASE = 'C-small-1-attempt0'
 NUM_PROCESSES = 0
 MEM_LIMIT_GB = 1.5 # per worker process
 RECURSION_LIMIT = 1000
 
 def parse(inp):
 	numCores, numSuccess = (int(x) for x in inp.readline().split())
 	units, = (float(x) for x in inp.readline().split())
 	rates = tuple(float(x) for x in inp.readline().split())
 	assert len(rates) == numCores
 	return numSuccess, units, rates
 
 def solve(success, units, rates):
 	if success != len(rates):
 		return 'not-implemented'
 
 	rates = sorted(rates)
 	idx = 0
 	minRate = rates[0]
 	while idx < len(rates) and rates[idx] == minRate:
 		idx += 1
 	while minRate < 1.0:
 		nextRate = rates[idx] if idx < len(rates) else 1.0
 		trainRate = minRate + units / idx
 		if trainRate < nextRate:
 			# Out of training units.
 			minRate = trainRate
 			break
 		units -= (nextRate - minRate) * idx
 		minRate = nextRate
 		while idx < len(rates) and rates[idx] == minRate:
 			idx += 1
 
 	return reduce(lambda x, y: x * y, rates[idx:], minRate ** idx)
 
 def main():
 	import sys
 	sys.setrecursionlimit(RECURSION_LIMIT)
 
 	import resource
 	soft, hard = resource.getrlimit(resource.RLIMIT_AS)
 	resource.setrlimit(resource.RLIMIT_AS, (MEM_LIMIT_GB * 1024 ** 3, hard))
 
 	with open(FILE_NAME_BASE + '.in', 'r') as inp:
 		numCases = int(inp.readline())
 		inputs = [parse(inp) for _ in xrange(numCases)]
 
 	if NUM_PROCESSES == 0:
 		runners = [lambda inp=inp: apply(solve, inp) for inp in inputs]
 	else:
 		from multiprocessing import Pool
 		from signal import SIGINT, SIG_IGN, signal
 		pool = Pool(NUM_PROCESSES, signal, (SIGINT, SIG_IGN))
 		runners = [pool.apply_async(solve, inp).get for inp in inputs]
 		pool.close()
 
 	caseFmt = '%' + str(len(str(numCases))) + 'd'
 	progressFmt = '[%s/%s] %%s\n' % (caseFmt, caseFmt)
 	with open(FILE_NAME_BASE + '.out', 'w') as out:
 		for case, runner in enumerate(runners, 1):
 			result = runner()
 			out.write('Case #%d: %s\n' % (case, result))
 			out.flush()
 			sys.stderr.write(progressFmt % (case, numCases, result))
 
 if __name__ == '__main__':
 	main()
",gcj/2017/3274486/mth/5633143511973888/0/extracted/C.py,2086,70,267,Python,3274486,0,5633143511973888,mth,2017
156,00000000000497b5.PYTHON3,"#!/usr/bin/env python3

MEM_LIMIT_GB = 1
RECURSION_LIMIT = 1000

import sys
from collections import defaultdict

def log(message, *args):
    pass #print(message % args, file=sys.stderr)

def subsets(sequence):
    '''Iterates through all subsets of the given sequence.
    Each yielded element is a tuple containing a subset of the elements of
    the original sequence, in the same order as in the original sequence.
    '''
    sequence = tuple(sequence)
    size = len(sequence)
    def rec(s, i):
        if i == size:
            yield tuple(s)
        else:
            s.append(sequence[i])
            for sub in rec(s, i + 1):
                yield sub
            del s[-1]
            for sub in rec(s, i + 1):
                yield sub
    return rec([], 0)

def solve():
    size = int(input())
    grid = tuple(
        tuple(int(x) for x in input().split())
        for _ in range(size)
        )

    row_conflicts = set()
    for ri, row in enumerate(grid):
        value_at = defaultdict(list)
        for ci, value in enumerate(row):
            value_at[value].append(ci)
        for cis in value_at.values():
            if len(cis) >= 2:
                for ci in cis:
                    row_conflicts.add((ri, ci))

    col_conflicts = set()
    for ci in range(size):
        value_at = defaultdict(list)
        for ri in range(size):
            value = grid[ri][ci]
            value_at[value].append(ri)
        for ris in value_at.values():
            if len(ris) >= 2:
                for ri in ris:
                    col_conflicts.add((ri, ci))

    conflicts = row_conflicts | col_conflicts

    def is_fixed(fix):
        rows = set()
        cols = set()
        for ri, ci in conflicts - set(fix):
            if ri in rows:
                return False
            rows.add(ri)

            if ci in cols:
                return False
            cols.add(ci)

        return True

    best = len(conflicts)
    for fix in subsets(conflicts):
        if len(fix) < best and is_fixed(fix):
            best = len(fix)

    return best

def main():
    sys.setrecursionlimit(RECURSION_LIMIT)

    import resource
    soft, hard = resource.getrlimit(resource.RLIMIT_AS)
    resource.setrlimit(resource.RLIMIT_AS, (MEM_LIMIT_GB * 1024 ** 3, hard))

    numCases = int(input())
    caseFmt = '%' + str(len(str(numCases))) + 'd'
    progressFmt = '[%s/%s] %%s\n' % (caseFmt, caseFmt)
    for case in range(1, numCases + 1):
        result = solve()
        print('Case #%d: %s' % (case, result))
        log(progressFmt % (case, numCases, result))

if __name__ == '__main__':
    main()
",,2622,99,292,Python,7706,00000000000497b5,0000000000045875,mth,2018
157,0000000000049210.PYTHON3,"#!/usr/bin/env python3

MEM_LIMIT_GB = 1
RECURSION_LIMIT = 1000

import sys
from collections import defaultdict

def log(message, *args):
    pass #print(message % args, file=sys.stderr)

def solve():
    size = int(input())
    grid = tuple(
        tuple(int(x) for x in input().split())
        for _ in range(size)
        )

    row_conflicts = set()
    row_fixes = 0
    for ri, row in enumerate(grid):
        value_at = defaultdict(list)
        for ci, value in enumerate(row):
            value_at[value].append(ci)
        for cis in value_at.values():
            if len(cis) >= 2:
                row_fixes += len(cis) - 1
                for ci in cis:
                    row_conflicts.add((ri, ci))

    col_conflicts = set()
    col_fixes = 0
    for ci in range(size):
        value_at = defaultdict(list)
        for ri in range(size):
            value = grid[ri][ci]
            value_at[value].append(ri)
        for ris in value_at.values():
            if len(ris) >= 2:
                col_fixes += len(ris) - 1
                for ri in ris:
                    col_conflicts.add((ri, ci))

    return row_fixes + col_fixes - len(row_conflicts & col_conflicts)

def main():
    sys.setrecursionlimit(RECURSION_LIMIT)

    import resource
    soft, hard = resource.getrlimit(resource.RLIMIT_AS)
    resource.setrlimit(resource.RLIMIT_AS, (MEM_LIMIT_GB * 1024 ** 3, hard))

    numCases = int(input())
    caseFmt = '%' + str(len(str(numCases))) + 'd'
    progressFmt = '[%s/%s] %%s\n' % (caseFmt, caseFmt)
    for case in range(1, numCases + 1):
        result = solve()
        print('Case #%d: %s' % (case, result))
        log(progressFmt % (case, numCases, result))

if __name__ == '__main__':
    main()
",,1735,63,186,Python,7706,0000000000049210,0000000000045875,mth,2018
